CGPA,Communication,Aptitude,Projects,Internships,Attendance,Coding,Certifications,Backlogs,College_Tier,Branch,Placed
9.11,3,76,4,2,59,94,0,5,2,CE,1
9.75,6,50,1,1,98,100,5,4,1,CE,1
8.63,7,79,0,1,91,65,8,3,3,EE,1
8.07,5,77,2,2,69,100,1,3,2,CSE,1
7.09,7,70,6,3,62,76,1,2,1,ME,1
9.66,5,100,6,2,81,69,3,1,3,ECE,1
9.33,4,82,1,1,99,43,8,5,2,IT,1
5.23,5,55,3,2,95,85,7,1,3,CSE,1
5.13,4,82,2,2,100,98,2,5,1,CE,1
6.88,7,70,5,0,78,81,7,1,2,CSE,1
9.05,4,32,1,1,92,61,0,2,2,ECE,1
9.94,8,46,6,3,74,64,3,3,2,EE,1
5.75,3,67,4,0,84,74,7,2,2,IT,1
7.97,6,41,6,1,72,88,0,2,3,ECE,1
6.9,10,81,4,0,81,58,4,0,2,CSE,1
9.85,1,60,6,0,56,79,6,0,3,ME,1
9.21,10,68,0,0,68,46,8,0,2,IT,1
9.19,1,83,3,3,100,42,8,1,3,IT,1
7.34,7,62,1,0,68,60,0,2,1,CE,1
7.07,5,86,1,3,99,61,3,3,3,ECE,1
6.37,4,88,2,3,62,51,7,0,3,CE,1
5.28,3,90,5,3,76,61,2,2,3,ECE,1
9.32,5,34,3,3,80,68,2,3,3,IT,1
9.06,1,74,6,2,81,31,0,1,2,IT,1
10.0,10,47,1,1,88,74,4,2,3,ECE,1
9.98,2,40,5,0,80,61,4,1,1,IT,1
7.78,9,31,1,0,95,51,1,5,3,EE,0
8.84,10,80,6,1,57,24,3,2,3,EE,1
9.72,5,59,6,0,96,77,1,3,1,CSE,1
9.25,3,36,0,2,87,100,3,2,2,CSE,1
6.24,5,77,3,0,97,38,8,1,3,ECE,1
7.25,7,70,4,1,78,48,3,1,1,ECE,1
5.65,3,61,2,0,63,26,1,4,3,ME,0
9.77,8,82,2,2,56,39,4,5,2,CSE,1
8.03,6,99,6,1,81,66,7,5,2,ECE,1
6.14,9,49,2,0,78,53,7,5,2,CE,0
8.36,3,45,6,1,58,52,1,2,3,EE,1
8.09,4,52,5,2,74,64,7,2,3,ECE,1
6.79,10,75,1,3,67,78,6,4,1,CE,1
5.57,3,42,4,1,76,56,6,2,2,CE,1
8.36,7,55,1,2,71,97,2,0,3,IT,1
7.6,8,64,4,0,94,72,1,4,2,CSE,1
8.86,7,99,1,2,76,74,7,2,2,EE,1
7.6,3,59,0,2,93,58,1,0,3,CSE,1
9.26,1,64,3,2,74,72,6,5,1,CSE,1
7.76,3,34,0,1,74,82,3,1,3,CSE,1
7.8,9,84,5,0,100,88,2,1,2,CE,1
9.38,6,91,5,0,66,50,1,4,1,ECE,1
7.02,5,91,1,3,73,72,4,4,3,EE,1
5.67,4,88,0,0,91,98,8,3,2,IT,1
5.14,3,90,4,2,90,32,6,1,2,ECE,1
8.78,9,33,5,0,74,62,5,0,1,ECE,1
8.1,6,65,4,1,88,52,7,1,1,EE,1
8.52,7,76,0,3,93,24,1,2,3,CE,1
6.06,9,46,1,2,96,54,8,3,3,ME,1
5.68,8,56,4,0,73,89,4,1,1,ME,1
5.07,1,63,2,1,80,57,5,0,1,CSE,1
6.75,4,43,6,3,96,21,6,4,3,EE,1
7.95,9,75,6,3,59,72,7,1,2,IT,1
6.96,9,54,4,1,65,95,8,1,2,ME,1
7.19,9,46,1,2,71,38,8,5,1,CE,1
9.52,8,52,5,3,96,81,4,2,1,ECE,1
6.74,4,70,2,1,87,63,7,5,3,CSE,1
7.57,8,39,0,3,95,50,3,0,1,ECE,1
8.92,1,64,0,3,79,24,0,5,2,ECE,0
6.98,2,36,2,3,79,72,2,2,1,EE,1
8.11,8,75,2,1,86,30,7,4,1,ME,1
9.31,10,68,2,1,72,66,8,1,1,CSE,1
9.75,3,82,4,0,100,66,1,3,2,CSE,1
5.74,1,54,6,1,65,97,0,1,1,CSE,1
9.63,1,38,3,3,67,48,5,3,3,CE,1
7.46,8,40,1,1,96,26,2,5,2,CE,0
6.29,1,73,6,0,78,60,6,0,2,IT,1
7.3,1,95,2,2,87,77,4,5,3,CE,1
9.9,3,34,4,0,92,77,7,4,2,ECE,1
7.46,8,53,5,2,73,88,3,0,3,CSE,1
6.64,5,72,0,1,73,79,8,4,1,IT,1
8.17,10,92,6,3,73,69,3,0,1,EE,1
6.2,1,97,2,2,61,40,3,3,1,ME,1
5.38,9,90,2,1,88,84,3,2,2,CE,1
5.64,9,76,1,3,62,58,3,4,3,ECE,1
5.64,5,96,5,2,67,76,5,2,3,CE,1
5.76,2,52,3,3,60,91,1,1,2,ME,1
5.69,9,37,3,1,86,78,4,2,3,IT,1
8.2,7,72,5,0,56,86,0,3,2,CSE,1
5.91,7,84,5,3,83,92,4,3,3,EE,1
6.73,9,38,6,1,80,37,6,1,2,CE,1
9.48,1,58,4,0,72,29,2,1,1,ME,1
7.37,10,57,4,1,94,94,2,5,3,ECE,1
8.34,8,56,6,3,90,20,4,1,1,ECE,1
5.86,2,61,5,0,64,50,7,1,1,CSE,1
5.96,6,70,2,1,67,67,3,1,2,ECE,1
5.2,4,36,3,3,79,24,6,1,1,ECE,1
5.84,2,36,1,3,98,35,8,1,1,CE,1
6.39,6,69,5,1,90,85,6,4,3,CE,1
5.89,2,78,5,1,93,52,3,5,3,EE,0
5.44,2,97,4,0,87,65,3,4,1,EE,1
5.6,9,87,2,1,57,30,6,3,2,CE,1
7.3,9,43,5,0,61,78,8,3,2,IT,1
6.03,9,78,0,1,92,35,4,1,3,EE,1
6.82,8,100,1,3,62,91,6,0,3,ECE,1
7.52,6,81,4,1,98,52,1,3,1,CE,1
8.45,9,41,2,0,74,67,2,0,1,ECE,1
5.2,1,87,1,1,66,34,6,1,3,IT,1
9.0,4,98,0,0,95,47,7,1,1,ECE,1
8.14,1,97,3,0,81,50,5,1,3,IT,1
5.41,10,40,2,2,100,59,1,0,1,ME,1
9.37,6,94,2,1,76,47,6,1,3,ECE,1
9.6,9,51,3,2,62,38,8,1,1,ECE,1
5.31,10,62,2,0,97,50,8,4,2,IT,1
6.38,5,46,5,0,55,20,8,4,2,IT,0
9.03,2,96,0,2,72,81,0,1,2,CE,1
8.74,2,67,4,0,55,28,5,3,1,ME,1
5.92,2,96,4,3,92,68,4,2,3,ECE,1
6.05,1,72,1,0,86,20,0,3,3,EE,0
6.85,2,73,4,1,91,93,8,5,2,CSE,1
7.42,1,50,5,3,93,78,5,4,2,EE,1
8.09,9,64,4,0,64,85,0,3,1,EE,1
6.84,10,86,2,2,60,89,4,1,2,CSE,1
7.31,8,35,0,3,78,58,8,5,1,IT,1
8.74,3,66,6,2,63,38,8,4,1,ECE,1
5.18,10,50,0,3,58,90,6,0,1,CSE,1
6.26,1,76,1,1,78,89,4,1,1,CSE,1
8.57,8,34,6,0,62,92,3,2,1,ME,1
9.48,3,79,0,0,83,70,4,0,2,IT,1
7.56,4,48,4,0,77,39,3,2,3,CE,1
7.66,7,84,5,2,99,44,1,4,1,ECE,1
5.54,3,80,3,1,82,68,5,1,3,ME,1
7.24,5,95,1,0,56,70,7,1,1,EE,1
7.66,6,38,6,1,82,83,7,2,1,ECE,1
6.21,9,30,1,0,83,23,4,3,3,ECE,0
6.35,2,69,4,1,67,83,0,5,2,CSE,0
6.89,3,40,1,1,68,44,7,4,3,EE,0
5.1,3,40,3,2,77,51,5,4,1,IT,0
6.61,5,44,0,0,69,68,6,2,2,ME,1
6.06,7,32,3,3,90,71,1,3,1,EE,1
6.64,1,30,5,0,66,61,1,5,2,ME,0
5.6,4,84,4,3,89,47,6,2,3,EE,1
9.45,10,46,6,1,63,42,7,4,3,IT,1
7.97,4,69,0,2,63,27,1,1,1,CSE,1
8.4,4,50,1,2,70,24,4,5,3,CSE,0
8.95,4,36,2,3,86,90,1,0,3,ECE,1
7.49,7,40,0,3,56,93,6,3,2,CE,1
5.43,2,63,4,2,89,59,3,0,2,CSE,1
7.69,5,95,3,0,99,48,1,2,2,ECE,1
7.93,10,93,0,3,64,57,4,5,2,CSE,1
8.73,2,58,3,2,88,95,1,4,2,ECE,1
7.16,9,94,2,1,99,69,3,2,1,CE,1
5.64,7,82,5,1,90,84,2,5,2,ME,1
6.42,5,49,5,3,64,71,4,2,2,CSE,1
6.82,5,68,3,2,97,95,6,1,3,CE,1
8.23,7,31,0,2,70,98,5,4,2,CE,1
7.85,6,87,1,0,58,33,7,3,2,IT,1
6.78,5,59,6,3,77,76,2,5,3,ECE,1
9.93,7,30,5,2,58,21,6,3,1,IT,1
8.03,7,90,4,0,82,99,3,0,1,CSE,1
6.19,10,54,0,0,76,91,8,1,3,ECE,1
5.51,5,71,5,3,86,33,0,1,3,EE,1
5.76,5,35,6,1,73,91,1,3,3,IT,1
6.23,6,58,5,0,67,65,8,1,1,ECE,1
5.8,10,37,4,0,81,73,1,4,1,CSE,1
5.93,9,61,2,3,78,39,1,3,2,ME,1
6.43,2,68,4,2,88,22,8,3,1,CSE,1
5.87,10,51,0,2,83,91,6,0,3,ECE,1
9.48,8,87,6,1,66,39,0,1,3,IT,1
5.4,1,77,0,3,71,88,4,3,2,CSE,1
7.62,9,87,0,0,71,69,5,1,1,CE,1
7.05,10,68,5,0,72,93,7,5,1,ME,1
9.91,8,81,6,1,70,95,6,1,2,CSE,1
5.56,6,64,5,3,72,86,4,3,1,CSE,1
6.99,10,99,2,2,98,77,4,5,3,ECE,1
9.85,3,75,2,3,66,26,7,1,1,IT,1
9.33,5,38,4,1,92,43,3,0,2,IT,1
9.09,1,68,0,1,97,66,1,5,1,IT,0
6.29,1,64,4,3,67,46,7,5,3,IT,0
5.85,2,40,1,2,66,71,5,4,3,CE,0
8.34,9,51,4,3,86,87,1,1,1,CE,1
9.65,10,73,6,0,81,29,4,2,2,CSE,1
7.78,2,67,0,2,64,23,2,1,3,CSE,1
7.86,7,57,2,2,89,63,4,4,3,CSE,1
6.4,4,89,2,2,66,50,4,0,1,ME,1
8.85,8,71,3,3,59,99,5,0,2,CSE,1
5.94,10,32,6,2,89,78,1,4,3,CSE,1
6.62,10,33,5,3,78,68,0,1,1,EE,1
7.13,9,44,0,2,73,86,8,2,1,CE,1
7.54,7,35,2,0,87,38,4,2,2,ME,1
6.21,8,87,4,0,78,87,0,0,2,IT,1
5.57,1,62,5,1,57,36,2,0,2,CE,1
8.05,4,86,4,2,75,32,8,5,3,ME,1
6.44,10,71,2,1,87,76,8,3,2,CE,1
7.91,10,54,1,1,78,90,6,0,1,ME,1
5.77,4,41,5,1,66,76,7,5,1,CSE,1
7.41,7,35,1,2,58,31,1,0,2,CE,1
7.66,5,89,5,0,89,38,3,1,2,ECE,1
5.26,4,36,3,3,91,71,7,4,3,IT,1
6.68,10,94,0,3,89,91,6,4,1,CE,1
5.67,2,53,0,3,75,37,6,3,1,IT,0
5.32,1,98,4,1,72,69,0,1,2,ME,1
9.95,9,77,4,3,81,77,0,3,1,ECE,1
6.61,9,65,0,0,56,24,8,5,1,CE,0
9.05,10,60,5,3,75,82,2,0,2,CSE,1
6.27,3,55,1,2,88,63,2,2,3,CE,1
8.41,1,75,1,3,86,82,5,2,1,EE,1
8.8,3,84,1,0,55,32,7,5,3,EE,0
7.98,9,41,1,3,100,38,6,5,2,ECE,1
7.36,3,40,1,2,91,54,3,0,2,IT,1
7.06,3,36,2,2,63,60,0,3,1,EE,0
6.74,10,66,3,2,61,53,0,3,3,IT,1
9.65,10,92,1,3,87,80,3,5,3,CSE,1
9.15,7,84,3,1,64,83,1,1,2,CE,1
9.83,2,34,0,1,90,56,0,3,2,ME,1
5.62,6,47,0,2,95,62,5,3,3,IT,1
8.65,10,33,0,2,58,35,1,2,2,ECE,1
9.69,1,44,6,3,61,70,1,3,3,CE,1
5.91,2,58,0,0,84,59,8,0,1,CE,1
5.33,4,80,2,1,61,89,8,2,3,ME,1
8.71,10,62,0,2,62,48,2,3,3,ECE,1
7.87,10,76,5,2,82,98,2,1,2,ECE,1
9.21,3,100,6,0,97,35,7,2,2,CE,1
5.7,1,81,4,2,87,31,5,5,3,CE,0
8.98,3,45,0,2,75,30,8,5,1,CE,1
6.01,4,45,0,0,60,81,0,0,3,CE,0
5.82,3,59,2,1,83,41,1,5,2,CSE,0
5.82,10,87,3,3,56,99,8,4,2,IT,1
9.07,4,71,3,1,61,50,1,1,3,ME,1
8.33,7,41,6,0,84,33,6,1,3,ECE,1
7.62,4,48,1,0,71,79,0,1,2,CSE,1
6.79,6,74,6,2,78,73,2,3,3,EE,1
9.39,1,37,0,0,74,79,5,3,2,CE,1
6.96,4,97,1,3,97,34,6,4,1,EE,1
9.08,3,55,1,1,83,28,1,3,3,ME,1
7.2,8,40,6,0,97,41,4,5,3,ECE,1
6.88,8,59,3,3,93,95,5,5,1,CSE,1
7.31,3,46,6,3,58,30,2,3,1,EE,1
6.51,7,66,6,1,66,52,8,2,2,CSE,1
8.74,9,100,4,2,91,47,7,1,3,IT,1
7.51,7,79,1,3,91,41,6,1,1,ECE,1
6.16,3,80,6,3,61,90,8,2,1,ME,1
9.5,9,84,5,3,100,96,0,0,2,CSE,1
6.92,8,62,6,3,77,49,1,5,3,ECE,1
7.72,3,53,6,3,66,48,0,3,1,ECE,1
9.53,6,71,3,2,80,82,2,0,1,EE,1
8.12,4,87,5,2,66,72,5,0,2,ME,1
5.58,4,89,2,3,60,100,7,3,1,CSE,1
9.7,3,84,1,3,68,21,8,5,1,ME,1
8.14,6,33,4,1,55,82,8,4,1,CE,1
6.67,2,59,2,3,76,63,6,3,2,EE,1
5.7,3,80,1,3,68,70,8,1,3,CSE,1
8.97,4,40,1,0,99,77,2,3,1,EE,1
8.1,10,40,4,2,74,23,1,1,2,CSE,1
7.67,10,73,2,3,78,100,2,2,2,CE,1
9.47,9,94,4,0,62,91,1,4,3,IT,1
8.94,8,56,0,3,86,97,6,1,3,CSE,1
5.76,5,47,5,2,99,98,8,3,2,CSE,1
6.56,6,99,5,3,72,73,7,0,2,CE,1
6.24,1,42,1,0,80,62,5,2,2,ME,0
8.72,1,96,1,2,93,85,3,1,2,EE,1
5.17,9,45,0,2,66,43,1,2,1,CE,1
7.85,3,94,6,2,57,73,7,0,1,IT,1
8.81,10,77,1,2,95,43,7,4,3,ECE,1
9.38,3,45,5,3,64,45,1,4,1,IT,1
6.71,1,61,1,3,62,93,8,0,1,CSE,1
9.11,8,39,0,1,63,39,2,0,3,ME,1
5.55,9,59,3,1,87,77,3,3,2,ECE,1
9.23,3,95,4,3,55,40,6,2,3,ME,1
5.64,2,81,4,0,75,90,8,2,2,CSE,1
6.99,9,97,4,2,74,95,0,1,3,EE,1
8.99,4,65,6,0,90,88,4,3,3,ECE,1
5.75,9,55,1,0,62,76,6,2,1,CSE,1
6.15,7,67,5,2,100,77,3,5,2,CE,1
8.61,6,52,1,2,75,44,3,5,1,CE,1
8.6,9,32,3,1,97,88,6,3,1,ME,1
8.21,8,71,2,2,77,26,5,2,2,CSE,1
8.47,3,91,0,3,95,30,8,3,2,CE,1
7.71,6,63,6,3,92,36,4,3,3,ECE,1
6.26,7,42,3,3,97,74,2,1,2,ME,1
6.73,10,48,4,1,72,43,1,2,2,CSE,1
5.91,10,69,1,0,68,32,1,4,1,CE,0
9.54,6,56,1,3,82,75,1,0,3,IT,1
7.92,8,71,2,2,90,66,4,4,2,ME,1
7.0,4,31,3,3,69,84,5,0,2,IT,1
7.31,4,85,4,3,84,32,1,5,2,CSE,1
9.74,6,64,3,0,59,62,4,2,3,CSE,1
5.77,1,78,3,1,74,27,2,4,2,EE,0
7.93,3,96,6,3,81,46,7,0,1,CSE,1
7.53,5,40,2,2,99,82,5,0,3,ECE,1
8.06,4,62,1,1,97,94,4,0,3,EE,1
5.09,5,43,2,1,100,48,5,2,3,IT,1
9.36,3,75,3,3,84,33,4,2,3,ME,1
9.66,6,32,0,2,65,69,3,3,3,CSE,1
7.83,4,92,3,2,61,86,3,1,1,CE,1
8.48,1,80,3,2,56,85,7,1,3,EE,1
9.61,10,60,0,0,60,59,8,5,1,ME,1
8.54,1,36,2,2,98,26,2,1,2,CSE,1
5.76,9,36,2,1,59,31,2,2,1,CSE,1
7.88,9,30,0,1,71,21,4,4,3,EE,0
8.03,4,89,5,3,56,81,2,1,3,CSE,1
7.12,1,67,1,3,91,53,5,2,2,CE,1
8.68,4,34,3,3,98,88,1,2,2,CE,1
9.67,8,79,1,2,56,42,2,5,1,IT,1
9.63,1,77,2,2,72,28,3,2,2,CSE,1
7.25,3,51,4,0,70,83,8,2,3,CSE,1
5.57,6,42,3,2,88,82,8,2,3,CSE,1
9.92,3,47,2,1,63,87,1,3,2,ME,1
9.19,5,87,3,1,76,26,4,3,3,IT,1
5.62,1,89,5,1,80,20,5,2,3,IT,1
9.6,3,89,5,2,56,57,0,5,3,CSE,1
9.35,3,31,5,3,70,43,2,2,1,ME,1
7.59,10,77,6,3,72,60,0,3,2,CSE,1
7.96,4,33,1,1,81,72,4,1,1,ECE,1
7.0,5,71,1,2,68,31,1,4,3,IT,0
5.27,2,43,4,2,65,98,6,0,2,ME,1
6.68,4,54,5,1,97,36,5,1,3,IT,1
9.01,6,47,5,0,94,86,2,2,2,ME,1
5.02,7,55,6,1,61,23,1,0,2,ECE,1
6.67,8,58,4,1,56,68,1,2,3,ME,1
6.99,3,65,4,0,72,98,2,4,1,EE,1
7.69,4,69,3,1,64,37,3,0,1,CE,1
9.6,8,86,2,2,76,21,4,4,2,CSE,1
6.73,8,93,5,0,95,36,6,5,1,EE,1
6.73,9,48,4,3,80,53,8,4,1,IT,1
8.69,7,71,2,0,75,26,6,1,2,ECE,1
7.26,5,66,2,0,68,42,6,3,2,EE,1
6.12,5,97,0,3,71,48,2,4,3,EE,1
7.26,2,30,5,3,76,46,4,1,1,CSE,1
5.7,9,68,5,1,76,43,8,1,3,CE,1
5.88,3,55,3,3,77,94,0,4,3,CSE,1
7.49,8,51,5,2,100,25,8,4,2,ME,1
7.09,8,64,4,1,93,36,3,0,2,IT,1
9.57,8,49,1,1,55,49,1,3,3,IT,1
6.81,10,97,6,1,71,59,6,3,2,CSE,1
7.9,6,64,5,0,72,86,3,4,2,IT,1
8.16,10,67,2,2,58,85,2,5,1,EE,1
5.07,9,91,3,2,60,96,1,2,3,CE,1
8.32,6,92,5,0,76,77,1,1,1,ME,1
5.89,4,75,0,2,80,48,7,0,3,IT,1
9.81,7,77,0,0,83,77,0,5,3,EE,1
5.74,7,48,1,1,92,81,6,1,3,EE,1
7.07,1,31,4,2,96,36,1,1,1,EE,1
5.43,7,68,0,3,58,63,0,2,1,CE,1
9.98,2,63,3,3,70,64,8,5,2,CE,1
7.51,7,50,3,3,81,91,2,1,1,ME,1
7.98,8,74,6,1,74,84,7,3,3,ECE,1
5.34,8,92,2,0,62,61,8,4,2,CE,1
8.75,7,62,5,0,59,29,2,4,2,CE,1
6.05,5,31,1,3,74,65,5,4,2,CSE,1
9.49,5,36,1,3,82,27,1,2,2,ME,1
6.03,10,78,4,2,79,79,8,5,3,CE,1
5.95,1,76,4,1,66,82,2,4,3,IT,0
5.18,3,44,3,2,64,74,6,0,1,CSE,1
7.36,5,87,2,0,85,88,5,4,2,CSE,1
7.82,8,62,0,2,89,28,7,3,2,CSE,1
5.33,2,94,2,0,60,64,8,3,2,CSE,1
8.88,7,54,6,0,57,46,4,4,1,IT,1
7.27,7,74,5,3,90,32,5,4,2,ECE,1
7.62,3,82,6,1,61,71,6,4,1,IT,1
7.2,6,79,3,0,62,99,8,5,3,ME,1
7.0,10,74,1,2,78,68,0,2,3,EE,1
7.8,2,74,0,0,78,50,0,3,1,EE,0
5.78,9,35,5,1,66,70,8,1,1,CE,1
5.91,2,38,4,3,70,89,2,0,1,CSE,1
9.31,4,57,4,1,88,43,4,4,2,ME,1
9.73,9,84,2,0,81,46,5,1,1,CSE,1
6.87,10,86,5,1,55,64,2,5,2,IT,1
6.35,7,34,6,3,57,34,1,3,3,CSE,1
8.22,7,61,0,3,57,23,7,5,3,ECE,1
7.04,5,61,3,3,65,91,6,0,1,CE,1
5.13,9,31,6,1,55,37,5,5,3,ME,0
5.78,6,97,5,0,83,69,2,3,3,EE,1
8.58,4,79,5,0,74,43,8,4,1,CE,1
8.29,2,89,1,1,69,56,4,3,1,ECE,1
5.14,8,83,4,1,91,62,2,4,2,EE,1
6.11,6,97,1,0,60,91,8,1,2,CE,1
6.16,5,81,6,2,91,76,1,1,1,CE,1
8.36,3,77,5,3,97,95,5,3,1,CSE,1
5.1,3,60,6,2,60,43,0,1,2,CSE,1
5.52,7,43,0,1,62,77,6,0,1,CE,1
9.0,8,48,0,1,73,22,7,1,2,CSE,1
5.89,2,57,4,3,92,72,8,4,1,CE,1
8.26,5,31,4,0,96,98,1,3,1,IT,1
6.19,7,77,6,3,60,86,3,2,2,CE,1
5.5,5,41,2,2,73,70,5,0,1,EE,1
6.22,9,53,0,3,90,61,4,3,2,ECE,1
8.61,7,97,1,2,92,43,7,4,3,ECE,1
9.28,10,85,1,2,74,95,7,0,1,CE,1
9.15,10,32,3,0,69,42,0,5,1,ECE,1
6.99,6,81,6,2,67,75,1,1,1,CE,1
8.34,9,82,5,3,91,46,6,0,1,CSE,1
6.02,6,87,2,2,97,80,7,1,2,IT,1
6.47,9,47,1,1,58,100,2,4,3,CSE,1
9.48,5,79,3,3,81,84,7,3,3,CE,1
5.07,1,64,1,2,80,61,0,3,3,CE,0
5.43,5,45,2,0,65,63,1,2,1,ME,0
6.04,10,65,6,2,90,94,1,5,3,CE,1
5.13,4,41,0,1,94,76,6,4,3,ECE,0
5.91,4,31,2,2,59,81,1,1,1,CSE,1
7.92,7,63,1,1,85,34,2,0,1,EE,1
7.11,1,97,1,0,90,53,5,2,2,ECE,1
9.46,1,43,5,3,99,82,6,4,1,CE,1
9.09,5,88,6,2,98,24,6,4,3,IT,1
6.71,1,75,4,0,75,49,7,4,2,ECE,1
6.3,10,39,1,2,81,26,4,4,2,ME,1
6.9,8,81,6,1,69,95,3,2,2,EE,1
7.95,5,89,1,2,59,57,1,4,2,IT,1
6.34,5,32,0,0,56,36,3,3,1,CE,0
8.12,1,75,1,3,93,100,1,5,1,ME,1
7.05,6,89,2,0,92,39,1,2,2,ECE,1
7.76,10,88,5,3,72,68,6,1,2,CSE,1
7.18,9,30,3,1,63,53,1,5,1,ECE,0
6.47,7,93,2,2,94,57,8,0,2,CE,1
9.74,3,33,4,2,89,60,0,4,1,CSE,1
8.82,4,41,1,2,98,48,2,2,2,ME,1
5.7,9,58,5,0,73,61,4,5,3,CE,1
9.34,9,93,1,1,60,83,2,5,2,EE,1
7.44,10,58,6,2,70,36,6,5,3,ME,1
9.47,7,69,5,2,92,70,1,3,1,CE,1
9.0,6,48,1,0,67,57,7,2,3,ME,1
7.13,7,65,4,1,72,46,4,2,2,CE,1
5.11,4,45,6,1,99,66,0,0,1,EE,1
6.34,9,94,2,1,66,100,6,3,3,IT,1
7.71,9,62,3,0,67,74,4,5,1,CE,1
8.17,10,58,0,2,98,99,2,0,1,ME,1
6.29,5,69,6,3,58,62,2,4,1,ECE,1
5.7,10,56,3,1,92,92,4,1,1,ME,1
9.17,3,74,2,3,84,23,2,4,1,CE,1
9.92,6,77,5,0,68,60,2,2,3,EE,1
7.63,7,95,4,1,57,68,6,5,3,IT,1
5.86,10,34,1,2,97,22,0,3,1,IT,1
6.36,6,34,1,3,63,90,3,2,2,EE,1
5.09,4,88,0,2,91,63,3,0,1,IT,1
9.57,10,31,1,3,92,42,6,5,3,CSE,1
5.59,1,44,6,3,73,64,0,3,3,ME,1
7.88,6,97,0,2,89,99,3,0,3,CE,1
6.37,9,99,4,0,84,22,7,2,2,ME,1
7.77,4,55,2,2,62,63,3,3,2,CSE,1
8.26,2,57,0,3,59,46,5,5,3,IT,0
9.15,10,60,1,3,84,54,6,2,2,CSE,1
6.03,3,80,3,1,98,41,7,1,3,EE,1
5.05,1,69,4,3,87,41,8,3,2,EE,1
5.68,9,33,2,3,68,20,0,3,3,EE,0
9.5,4,89,5,0,91,29,3,1,3,EE,1
9.37,8,57,4,0,83,68,1,2,1,CSE,1
7.99,2,84,1,2,74,48,5,4,2,IT,1
8.0,1,98,2,3,96,70,6,3,3,IT,1
8.33,6,77,2,1,94,28,3,0,3,CSE,1
5.88,10,57,5,1,62,58,5,3,1,CSE,1
9.57,6,86,1,3,78,23,1,1,2,ME,1
7.09,4,72,3,3,69,21,0,3,1,IT,1
6.92,1,95,2,2,75,92,6,5,2,ME,1
7.59,3,74,2,0,81,59,2,2,3,CSE,1
5.23,6,41,0,2,90,72,0,2,2,ME,0
5.83,5,40,1,3,67,77,6,0,1,IT,1
8.69,6,81,0,0,78,86,3,0,1,ECE,1
5.41,9,70,3,2,71,48,0,4,3,CSE,1
8.02,1,33,4,3,98,54,7,1,2,CSE,1
6.23,8,34,6,2,91,76,3,3,3,EE,1
6.95,10,33,3,3,56,57,6,3,1,IT,1
6.44,2,41,6,2,68,67,1,0,2,CE,1
6.78,6,34,6,2,91,96,5,1,1,IT,1
8.6,5,49,1,3,87,31,5,2,3,ECE,1
6.49,7,64,5,1,96,20,0,1,1,CE,1
7.83,1,98,6,0,99,70,4,0,1,ME,1
7.38,8,49,6,3,62,34,1,4,3,EE,1
8.32,6,87,3,0,87,75,4,3,3,EE,1
9.68,9,73,5,0,92,73,3,0,1,CE,1
8.66,4,78,1,0,78,82,7,2,2,IT,1
6.07,9,82,1,2,73,66,0,0,3,ME,1
5.16,5,44,3,0,83,61,0,4,2,IT,0
6.31,5,33,3,2,64,80,2,4,3,CSE,0
7.98,1,46,2,0,89,34,2,3,3,IT,0
5.26,7,69,3,1,72,38,8,2,3,CE,1
7.48,10,56,4,1,82,86,2,2,3,EE,1
7.98,8,90,0,2,99,20,4,1,1,IT,1
6.67,9,46,6,3,77,56,1,4,2,CSE,1
8.85,4,88,0,1,62,58,6,1,2,CSE,1
5.53,10,46,0,1,64,77,5,2,3,CSE,1
5.38,6,50,5,1,87,35,5,4,2,ME,1
8.64,7,91,4,2,75,96,1,3,1,CE,1
7.48,10,81,5,0,67,52,2,1,1,ECE,1
8.44,7,47,0,0,69,87,6,3,2,EE,1
7.17,10,65,4,3,98,91,0,5,1,IT,1
6.23,1,39,1,0,76,91,6,4,2,IT,0
9.1,3,87,4,3,70,43,3,2,2,IT,1
9.0,4,93,4,1,60,41,3,2,3,CSE,1
8.47,6,96,3,0,65,29,2,3,1,CE,1
6.36,3,89,0,1,71,32,4,1,1,ME,1
7.95,2,93,1,0,98,57,8,2,2,CSE,1
6.8,9,30,2,3,96,85,6,1,2,ME,1
5.46,10,90,4,0,80,76,3,2,1,ME,1
9.59,4,92,3,2,84,29,7,5,3,CE,1
5.68,7,80,4,3,78,62,2,0,1,IT,1
9.75,10,81,0,3,59,30,5,1,2,EE,1
7.23,9,76,0,1,57,38,0,3,3,ME,1
5.93,7,67,5,0,85,79,0,1,1,CE,1
7.71,5,54,4,0,57,28,6,2,2,CSE,1
9.36,9,71,3,2,78,44,4,2,1,IT,1
8.66,7,82,4,2,75,35,2,0,1,ECE,1
9.03,10,71,3,3,82,88,4,2,1,ECE,1
8.29,5,43,4,1,61,95,6,2,3,EE,1
8.46,7,72,3,1,92,59,6,0,3,ME,1
9.25,6,88,1,1,96,56,1,2,2,ME,1
6.25,9,65,0,2,79,99,5,4,1,EE,1
7.45,9,48,4,2,71,47,4,2,3,ECE,1
6.11,2,50,1,0,82,36,7,1,3,EE,0
9.94,6,75,2,0,56,37,8,5,1,ECE,1
9.72,5,33,2,3,70,71,5,5,2,IT,1
5.2,4,84,6,2,55,75,7,1,1,ECE,1
8.53,7,74,4,3,90,46,3,3,1,ECE,1
9.63,3,62,6,1,89,91,7,5,3,CE,1
